train_loss,val_loss,val_acc,val_top5,val_f1
4.789156734615371,4.7829182655129285,0.011246943765281174,0.05574572127139364,0.000185364281108962
4.784988862838083,4.779022653994758,0.011246943765281174,0.05574572127139364,0.00019099817306095337
4.781699173197094,4.782507557390955,0.012224938875305624,0.05770171149144254,0.0002053556760308855
4.640760054838487,4.472744647448104,0.027383863080684596,0.13789731051344745,0.005511459179044589
4.37911578701253,4.288162598458363,0.05134474327628362,0.18190709046454767,0.017161788769314627
4.173119855565606,4.142176375820467,0.062102689486552565,0.2273838630806846,0.03307312300016421
3.9374491204197284,4.066740661844939,0.07726161369193155,0.25330073349633253,0.0478540233967684
3.4789069474756653,4.012112840405304,0.09046454767726161,0.3056234718826406,0.07101125033714957
3.2804714223057654,4.079407875462091,0.09339853300733496,0.30464547677261616,0.07758328646087338
3.106505742148285,4.056162772610018,0.09242053789731051,0.30513447432762836,0.07785175110517999
2.924596197494044,4.135308556218602,0.09682151589242054,0.30513447432762836,0.0830646535012316
2.6984236581817997,4.302513455761674,0.097799511002445,0.30464547677261616,0.08524099787799552
2.4430578497900304,4.365772450174271,0.0958435207823961,0.2948655256723716,0.08526164551815942
2.156291311580569,4.649113243541391,0.09731051344743276,0.29535452322738387,0.0876220078699196
1.866202243312991,4.674713946204896,0.09486552567237164,0.29535452322738387,0.08534971175922795
1.8108926408955939,4.751187523186644,0.09633251833740832,0.29926650366748164,0.08744819417224114
1.7623951190751617,4.809622216865894,0.09339853300733496,0.2982885085574572,0.08509137663570986
1.7297818104562133,4.81555729495284,0.097799511002445,0.297799511002445,0.08909992177525208
1.6933356247978075,4.856849534703933,0.09633251833740832,0.3002444987775061,0.0881283197941669
1.6892808080229795,4.871002487565019,0.09633251833740832,0.2982885085574572,0.08839752917828093
1.6687311927599007,4.875676366810693,0.09682151589242054,0.2948655256723716,0.08910835135271393
1.6227912607469404,4.887287416901157,0.09731051344743276,0.297799511002445,0.08931412326887068
1.6228219695964214,4.898229464691834,0.09682151589242054,0.2963325183374083,0.08875721550595711
1.632344465799811,4.9043973260520435,0.09731051344743276,0.29731051344743276,0.08921744140694339
1.627934082950752,4.910206802666624,0.097799511002445,0.29682151589242056,0.08947732661819524
1.6114840127005616,4.918371098432098,0.097799511002445,0.29731051344743276,0.08950704154988583
1.600385187583957,4.92500287384742,0.09731051344743276,0.2963325183374083,0.08912744473937807
1.6152707192984395,4.92892163120447,0.09731051344743276,0.297799511002445,0.08920899251889022
1.598032226287839,4.929215436809512,0.09731051344743276,0.29731051344743276,0.08926373355217777
1.5905517257920423,4.929841186598052,0.09731051344743276,0.29731051344743276,0.08924474070872883
