loss,acc,top3,top5,f1
5.119529933198001,0.010174134220309137,0.02983760516532968,0.04959890432400704,0.0013986022233426312
4.781640938083572,0.010761103502250048,0.030815887301897868,0.05126198395617296,0.0005422003938235652
4.78012809527641,0.012326354920759147,0.033261592643318336,0.055272940716102524,0.00020293776575183614
4.779556276000099,0.012326354920759147,0.03404421835257288,0.05488162786147525,0.00020293776575183614
4.779036189590362,0.012032870279788692,0.03277245157503424,0.05321854822930933,0.000334531258973291
4.778896548887494,0.012326354920759147,0.033652905497945605,0.05419683036587752,0.00020293776575183614
4.778565385154585,0.011152416356877323,0.03482684406182743,0.05556642535707298,0.00027136728303539607
4.7783881660264385,0.012326354920759147,0.03355507728428879,0.05478379964781843,0.00020293776575183614
4.778498713878288,0.012326354920759147,0.03247896693406378,0.05468597143416161,0.00020293776575183614
4.7782983588649905,0.012326354920759147,0.034631187634513796,0.05625122285267071,0.00020293776575183614
4.7779151661431944,0.012326354920759147,0.034337702993543336,0.0556642535707298,0.00020293776575183614
4.778159989137002,0.012326354920759147,0.033946390138916066,0.05380551751125025,0.00020293776575183614
4.777903752839162,0.012326354920759147,0.03404421835257288,0.05615339463901389,0.00020293776575183614
4.777974263722825,0.012326354920759147,0.03355507728428879,0.05634905106632753,0.00020293776575183614
4.777875375477121,0.012032870279788692,0.03316376442966151,0.055762081784386616,0.00026698350573105956
4.777796718524268,0.012326354920759147,0.03287027978869106,0.05605556642535707,0.00020293776575183614
4.7777390019158,0.012326354920759147,0.03355507728428879,0.05703384856192526,0.00020293776575183614
4.777692521814963,0.012326354920759147,0.03472901584817061,0.0567403639209548,0.00020293776575183614
4.777725381502268,0.012326354920759147,0.0330659362160047,0.05634905106632753,0.00020293776575183614
4.777709246568077,0.012326354920759147,0.03492467227548425,0.05654470749364117,0.00020293776575183614
4.777588199715492,0.012326354920759147,0.03423987477988652,0.05713167677558208,0.00020293776575183614
4.777639459290166,0.012326354920759147,0.03423987477988652,0.054588143220504794,0.00020293776575183614
4.777594898293289,0.012326354920759147,0.03512032870279789,0.054588143220504794,0.00020293776575183614
4.777413563027678,0.012326354920759147,0.03384856192525924,0.05615339463901389,0.00020293776575183614
4.777429815235261,0.012326354920759147,0.034337702993543336,0.055077284288788886,0.00020293776575183614
4.777399330124233,0.012326354920759147,0.03287027978869106,0.05537076892975934,0.00020293776575183614
4.777295509865316,0.012326354920759147,0.03472901584817061,0.05703384856192526,0.00020293776575183614
4.777379306788735,0.012326354920759147,0.034533359420856974,0.057522989630209354,0.00020293776575183614
4.777354369446201,0.012326354920759147,0.03472901584817061,0.057522989630209354,0.00020293776575183614
4.7772348650605965,0.012326354920759147,0.033946390138916066,0.055762081784386616,0.00020293776575183614
