train_loss,val_loss,val_acc,val_top5,val_f1
4.166477085865548,3.55776024226163,0.6234718826405868,0.911002444987775,0.5996399511223112
3.0240528560200834,2.6882999876017677,0.750122249388753,0.9618581907090464,0.7381877894800669
2.228743147089033,2.0655987906281115,0.7867970660146699,0.9706601466992665,0.7722075002487121
1.6836895425730496,1.640619599964916,0.8039119804400978,0.9740831295843521,0.7922442350417036
1.3186383883731791,1.366461104052574,0.8136919315403423,0.9740831295843521,0.8025065196530482
1.0683553330878166,1.156571822761032,0.8224938875305623,0.9784841075794621,0.8140167714773738
0.8919613839391247,1.0320461084906805,0.8293398533007335,0.9779951100244498,0.8225776936778461
0.7685269670467789,0.9415314489588469,0.830317848410758,0.9809290953545232,0.8218333616617333
0.676470856095375,0.866723543420106,0.8396088019559902,0.9770171149144254,0.8333378806519954
0.5992259278891648,0.8051841514617715,0.8352078239608802,0.9770171149144254,0.826962659285326
0.5479879171891742,0.7711779788245782,0.8371638141809291,0.9789731051344743,0.8297678375814146
0.521264175425769,0.7456237240933555,0.8396088019559902,0.9789731051344743,0.8314435572406037
0.4945159321223755,0.7342095036669873,0.8396088019559902,0.9779951100244498,0.8319621909742164
0.48024980448504395,0.7246334899900012,0.8396088019559902,0.9784841075794621,0.832636584562147
0.45402934211338736,0.7078004453759321,0.8400977995110025,0.9789731051344743,0.8320566728265869
0.43889646331080456,0.6841279897246793,0.8440097799511003,0.9779951100244498,0.8369806018263449
0.4101161394453696,0.6641144310349648,0.8415647921760391,0.9799511002444988,0.8347604706862511
0.40689758417570493,0.6603665738059139,0.8405867970660147,0.9770171149144254,0.8334109824680458
0.38704536340049184,0.6503175319552713,0.8410757946210269,0.9784841075794621,0.833502416078252
0.37201535117513934,0.6428402590285304,0.8371638141809291,0.9775061124694376,0.8303875128718807
0.3569860398528832,0.6230527648424461,0.8449877750611247,0.9794621026894865,0.8380143202914577
0.34917878978144823,0.6273388269478068,0.8400977995110025,0.9775061124694376,0.8328352268172395
0.3450632792158,0.6200968150987601,0.8430317848410758,0.9779951100244498,0.8357798557596844
0.331896694354969,0.6265294049946195,0.8440097799511003,0.9779951100244498,0.836910920329488
0.3288554002337137,0.6187036685663797,0.8386308068459658,0.9775061124694376,0.831787716912887
0.324951957545421,0.6088151855690264,0.8415647921760391,0.9775061124694376,0.8346146993157253
0.3189965846508803,0.6074216922221382,0.8400977995110025,0.9775061124694376,0.8335204752122308
0.31402204276020523,0.6056014349233259,0.843520782396088,0.9779951100244498,0.8364117539878246
0.3065414068692177,0.605842488494071,0.8420537897310514,0.9789731051344743,0.8352663291931948
0.3029198544203572,0.5941854259787096,0.8415647921760391,0.9775061124694376,0.8341434293222747
0.29867304317945664,0.5851102320955551,0.847921760391198,0.9784841075794621,0.8409000485684246
0.289454865077677,0.5999465969489082,0.8415647921760391,0.9770171149144254,0.834502194556692
0.2881380445445183,0.5919207238626364,0.8396088019559902,0.9784841075794621,0.8331753829796026
0.2853146873098343,0.5888418485308043,0.8484107579462102,0.9784841075794621,0.8412683800106617
0.2799284975518804,0.5870543913036803,0.8425427872860636,0.9799511002444988,0.8352627323596445
0.28370286024431735,0.5864276837603095,0.8449877750611247,0.9770171149144254,0.8377155324439635
0.2733025395343192,0.5825539657714023,0.8420537897310514,0.9775061124694376,0.8353437835787001
